ITEM: TIMESTEP
 1
ITEM: NUMBER OF ATOMS
32 4.973512 8.387700 0.005967
33 6.694016 6.650044 -0.032364
34 6.642499 8.387643 1.688649
35 8.346156 6.620277 1.755775
36 8.299854 8.298060 -0.099520
37 0.012670 -0.000188 3.355164
38 -0.012412 1.731979 4.998750
39 1.673402 -0.078115 5.035078
40 1.644242 1.834330 3.347825
41 3.353768 -0.301024 3.306559
42 3.327995 1.780278 5.013121
43 5.033816 -0.047341 5.037612
44 4.977000 1.843756 3.342850
45 6.694750 -0.305615 3.309802
46 6.666666 1.769933 5.032267
47 8.338444 -0.162161 5.058591
48 8.308379 1.499446 3.341148
49 0.006540 3.283657 3.313452
50 -0.011277 5.065534 5.024323
51 1.688979 3.325216 5.053750
52 1.592984 5.104719 3.347153
53 3.353804 3.275604 3.274226
54 3.310087 5.181135 5.031737
55 5.052116 3.320657 5.062890
56 4.952125 5.385241 3.339021
57 6.698186 3.280023 3.282071
58 6.657008 5.138092 5.033293
59 8.337507 3.297018 5.074241
60 8.285593 4.709221 3.342334
61 0.008226 6.640357 3.308100
62 -0.046071 8.345307 5.018810
63 1.639653 6.649558 5.067102
64 1.576931 8.404129 3.344164
65 3.377626 6.610422 3.262456
66 3.319138 8.375333 5.033671
67 5.086015 6.648502 5.074519
68 4.951076 8.412682 3.344556
69 6.695803 6.612078 3.266288
70 6.653310 8.379102 5.027688
71 8.344486 6.618162 5.097006
72 8.278144 8.280864 3.202545
73 0.012181 -0.015100 6.687236
74 -0.019344 1.719455 8.331932
75 1.688234 -0.061006 8.343289
76 1.603446 1.737913 6.690054
77 3.374530 -0.311094 6.654654
78 3.308724 1.812669 8.337337
79 5.025165 -0.058700 8.332734
80 4.979150 1.858570 6.684646
81 6.695252 -0.345927 6.647965
82 6.664009 1.771807 8.332654
83 8.344145 -0.212854 8.359741
84 8.304094 1.475159 6.684474
85 0.007967 3.197156 6.649010
86 -0.006598 5.041879 8.333160
87 1.690097 3.317470 8.364587
88 1.627475 5.321419 6.685003
89 3.202491 3.273196 6.611498
90 3.326307 5.126592 8.331334
91 5.045518 3.318493 8.363934
92 4.966572 5.200230 6.688581
93 6.696479 3.276110 6.613541
94 6.657105 5.143791 8.328327
95 8.345513 3.293604 8.385040
96 8.284298 4.791846 6.686613
97 0.010763 6.646624 6.652859
98 -0.010809 8.345306 8.335930
99 1.690496 6.650225 8.373301
100 1.610423 8.412790 6.684861
101 3.355617 6.611609 6.611763
102 3.299185 8.377228 8.334342
103 5.062983 6.645640 8.375144
104 4.939716 8.419666 6.687192
105 6.694763 6.609288 6.608838
106 6.642706 8.388396 8.331216
107 8.344195 6.618991 8.401691
108 8.344992 8.341437 6.673128
ITEM: TIMESTEP
 63
ITEM: NUMBER OF ATOMS
108
ITEM: BOX BOUNDS
0.000 10.012500 xlo xhi
0.000 10.012500 ylo yhi
0.000 10.012500 zlo zhi

ITEM: ATOMS id x y z
1 0.017995 0.005838 0.036089
2 -0.010457 1.741796 1.658645
3 1.696163 -0.097030 1.686658
4 1.660776 1.750829 0.009406
5 3.343764 -0.121640 0.004269
6 3.337176 1.770679 1.676959
7 5.027445 -0.093331 1.688622
8 4.998401 1.747433 0.008043
9 6.693089 -0.098169 0.002266
10 6.665916 1.771396 1.673383
11 8.334728 -0.248678 1.715890
12 8.319222 1.596374 0.003495
13 0.009109 3.209730 -0.005048
14 0.011573 5.016425 1.680571
15 1.687719 3.315647 1.727007
16 1.663937 5.067514 0.010120
17 3.355023 3.311025 -0.035098
18 3.317763 5.077390 1.685510
19 5.028797 3.314638 1.724624
20 4.987051 5.123938 0.005159
21 6.693735 3.314529 -0.029249
22 6.668589 5.072164 1.683984
23 8.337069 3.284497 1.754184
24 8.312743 4.937904 -0.000670
25 0.008971 6.677602 0.007641
26 -0.023489 8.351204 1.684561
27 1.688891 6.652740 1.726325
28 1.592766 8.388262 0.006238
29 3.359449 6.645046 -0.037196
30 3.305986 8.386404 1.693206
31 5.060924 6.644524 1.735257
32 4.971764 8.389953 0.006175
33 6.694979 6.648731 -0.034028
34 6.640727 8.389933 1.689718
35 8.346188 6.617508 1.760177
36 8.297585 8.295752 -0.104476
37 0.013228 0.000033 3.356000
38 -0.012836 1.734747 4.998367
39 1.673862 -0.082191 5.036590
40 1.643100 1.841585 3.348333
41 3.354639 -0.316811 3.304848
42 3.327411 1.786154 5.013405
43 5.035143 -0.049389 5.039080
44 4.975583 1.851393 3.343253
45 6.695702 -0.321553 3.308402
46 6.666143 1.775533 5.033514
47 8.338297 -0.170340 5.061316
48 8.306634 1.492292 3.341313
49 0.006939 3.281368 3.312186
50 -0.011783 5.068484 5.025130
51 1.689956 3.324478 5.056266
52 1.589764 5.111394 3.347673
53 3.354679 3.272475 3.270968
54 3.308649 5.189658 5.032964
55 5.054294 3.319815 5.065633
56 4.949519 5.404146 3.339190
57 6.699243 3.277232 3.279177
58 6.656215 5.144735 5.034549
59 8.337244 3.295078 5.077791
60 8.282720 4.693882 3.342493
61 0.008676 6.638613 3.306598
62 -0.047466 8.345142 5.019520
63 1.638894 6.648201 5.070212
64 1.573121 8.406962 3.344414
65 3.379290 6.607124 3.258762
66 3.318347 8.376693 5.034953
67 5.089174 6.647103 5.077793
68 4.948377 8.415939 3.344808
69 6.696799 6.608892 3.262751
70 6.652243 8.380718 5.028857
71 8.344499 6.615420 5.101480
72 8.275021 8.277778 3.196026
73 0.012787 -0.015696 6.687762
74 -0.020021 1.721646 8.331236
75 1.689194 -0.064668 8.343413
76 1.600892 1.741155 6.690888
77 3.376083 -0.326955 6.653535
78 3.307460 1.819846 8.336944
79 5.026106 -0.061353 8.332314
80 4.977793 1.866873 6.685261
81 6.696212 -0.363563 6.646590
82 6.663446 1.777335 8.332175
83 8.344141 -0.223230 8.360530
84 8.302040 1.465096 6.684906
85 0.008380 3.191670 6.647672
86 -0.007060 5.043894 8.332689
87 1.691102 3.316504 8.365551
88 1.625451 5.337976 6.685538
89 3.197886 3.270085 6.608399
90 3.325669 5.132633 8.330816
91 5.047539 3.317561 8.364941
92 4.964465 5.212086 6.689238
93 6.697495 3.273139 6.610552
94 6.656295 5.150603 8.327709
95 8.345540 3.291471 8.387173
96 8.281386 4.779596 6.687090
97 0.011249 6.645228 6.651883
98 -0.011305 8.345361 8.335485
99 1.691477 6.648878 8.374724
100 1.607730 8.416030 6.685343
101 3.356549 6.608319 6.608477
102 3.297271 8.378841 8.333860
103 5.065582 6.644222 8.376627
104 4.936491 8.423381 6.687727
105 6.695741 6.606016 6.605569
106 6.641100 8.390538 8.330676
107 8.344202 6.616238 8.404477
108 8.345012 8.341399 6.673097
ITEM: TIMESTEP
 64
ITEM: NUMBER OF ATOMS
108
ITEM: BOX BOUNDS
0.000 10.012500 xlo xhi
0.000 10.012500 ylo yhi
0.000 10.012500 zlo zhi

ITEM: ATOMS id x y z
1 0.018731 0.006308 0.037698
2 -0.010882 1.744839 1.658139
3 1.697561 -0.102447 1.687492
4 1.660451 1.754381 0.009902
5 3.344280 -0.128003 0.004329
6 3.337057 1.775171 1.677317
7 5.028818 -0.098353 1.689696
8 4.998148 1.750929 0.008446
9 6.694038 -0.103311 0.002413
10 6.665647 1.775669 1.673760
11 8.334258 -0.261152 1.718082
12 8.318004 1.592265 0.003652
13 0.009554 3.203307 -0.005268
14 0.011960 5.016974 1.681165
15 1.688657 3.314537 1.729886
16 1.663623 5.071276 0.010500
17 3.355957 3.309714 -0.036762
18 3.316784 5.081716 1.686367
19 5.029799 3.313529 1.727442
20 4.986168 5.130342 0.005439
21 6.694699 3.313390 -0.030704
22 6.668146 5.076218 1.684791
23 8.336702 3.282028 1.758186
24 8.311208 4.933761 -0.000607
25 0.009430 6.677654 0.007922
26 -0.024456 8.351641 1.685279
27 1.689835 6.651547 1.729223
28 1.589747 8.390426 0.006460
29 3.360438 6.643592 -0.038996
30 3.304282 8.388642 1.694368
31 5.063295 6.642994 1.738502
32 4.969955 8.392284 0.006387
33 6.695975 6.647374 -0.035748
34 6.638891 8.392304 1.690826
35 8.346221 6.614650 1.764724
36 8.295240 8.293368 -0.109594
37 0.013801 0.000268 3.356864
38 -0.013267 1.737590 4.997969
39 1.674343 -0.086408 5.038153
40 1.641922 1.849027 3.348860
41 3.355537 -0.333157 3.303076
42 3.326808 1.792240 5.013698
43 5.036509 -0.051492 5.040591
44 4.974119 1.859227 3.343673
45 6.696685 -0.338059 3.306952
46 6.665601 1.781340 5.034801
47 8.338148 -0.178781 5.064130
48 8.304837 1.484981 3.341483
49 0.007353 3.279011 3.310873
50 -0.012302 5.071528 5.025963
51 1.690963 3.323709 5.058871
52 1.586451 5.118421 3.348207
53 3.355581 3.269235 3.267595
54 3.307169 5.198430 5.034230
55 5.056528 3.318939 5.068468
56 4.946829 5.423673 3.339367
57 6.700334 3.274347 3.276181
58 6.655398 5.151590 5.035846
59 8.336975 3.293077 5.081462
60 8.279750 4.677999 3.342655
61 0.009141 6.636808 3.305043
62 -0.048873 8.344964 5.020254
63 1.638134 6.646794 5.073429
64 1.569211 8.409886 3.344670
65 3.380996 6.603711 3.254942
66 3.317534 8.378094 5.036277
67 5.092404 6.645653 5.081174
68 4.945586 8.419303 3.345066
69 6.697827 6.605596 3.259092
70 6.651143 8.382386 5.030069
71 8.344513 6.612592 5.106101
72 8.271797 8.274591 3.189296
73 0.013411 -0.016307 6.688300
74 -0.020708 1.723894 8.330512
75 1.690186 -0.068472 8.343546
76 1.598279 1.744502 6.691751
77 3.377676 -0.343358 6.652378
78 3.306161 1.827255 8.336537
79 5.027077 -0.064083 8.331885
80 4.976394 1.875390 6.685902
81 6.697202 -0.381803 6.645169
82 6.662861 1.783063 8.331680
83 8.344138 -0.233933 8.361343
84 8.299918 1.454694 6.685351
85 0.008806 3.186054 6.646285
86 -0.007540 5.045982 8.332203
87 1.692140 3.315503 8.366546
88 1.623366 5.355101 6.686092
89 3.193210 3.266867 6.605194
90 3.325009 5.138867 8.330282
91 5.049618 3.316596 8.365982
92 4.962283 5.224425 6.689915
93 6.698543 3.270068 6.607464
94 6.655461 5.157629 8.327073
95 8.345568 3.289271 8.389376
96 8.278378 4.766874 6.687581
97 0.011749 6.643787 6.650876
98 -0.011816 8.345417 8.335025
99 1.692488 6.647482 8.376195
100 1.604954 8.419371 6.685841
101 3.357512 6.604912 6.605074
102 3.295303 8.380505 8.333362
103 5.068247 6.642757 8.378158
104 4.933160 8.427218 6.688280
105 6.696750 6.602631 6.602187
106 6.639442 8.392750 8.330119
107 8.344209 6.613397 8.407353
108 8.345032 8.341361 6.673066
ITEM: TIMESTEP
 65
ITEM: NUMBER OF ATOMS
108
ITEM: BOX BOUNDS
0.000 10.012500 xlo xhi
0.000 10.012500 ylo yhi
0.000 10.012500 zlo zhi

ITEM: ATOMS id x y z
1 0.019485 0.006802 0.039352
2 -0.011316 1.747963 1.657615
3 1.699004 -0.108064 1.688350
4 1.660118 1.758029 0.010417
5 3.344820 -0.134586 0.004389
6 3.336933 1.779783 1.677685
7 5.030252 -0.103557 1.690805
8 4.997890 1.754519 0.008865
9 6.695019 -0.108628 0.002564
10 6.665375 1.780052 1.674153
11 8.333771 -0.274030 1.720340
12 8.316745 1.587997 0.003813
13 0.010013 3.196684 -0.005496
14 0.012352 5.017551 1.681781
15 1.689625 3.313389 1.732860
16 1.663293 5.075197 0.010890
17 3.356920 3.308361 -0.038478
18 3.315774 5.086221 1.687255
19 5.030830 3.312381 1.730354
20 4.985258 5.136967 0.005728
21 6.695695 3.312215 -0.032205
22 6.667684 5.080444 1.685627
23 8.336320 3.279487 1.762312
24 8.309624 4.929457 -0.000540
25 0.009905 6.677706 0.008210
26 -0.025448 8.352095 1.686019
27 1.690810 6.650308 1.732219
28 1.586653 8.392659 0.006687
29 3.361457 6.642090 -0.040855
30 3.302516 8.390959 1.695569
31 5.065725 6.641412 1.741854
32 4.968082 8.394694 0.006605
33 6.697003 6.645970 -0.037525
34 6.636990 8.394759 1.691973
35 8.346253 6.611702 1.769420
36 8.292818 8.290906 -0.114876
37 0.014391 0.000517 3.357754
38 -0.013704 1.740509 4.997558
39 1.674846 -0.090768 5.039768
40 1.640708 1.856657 3.349408
41 3.356465 -0.350075 3.301243
42 3.326186 1.798540 5.014002
43 5.037914 -0.053650 5.042145
44 4.972607 1.867262 3.344112
45 6.697697 -0.355144 3.305452
46 6.665037 1.787356 5.036129
47 8.337997 -0.187485 5.067035
48 8.302986 1.477513 3.341657
49 0.007780 3.276585 3.309511
50 -0.012833 5.074669 5.026821
51 1.692002 3.322908 5.061567
52 1.583043 5.125810 3.348757
53 3.356512 3.265881 3.264105
54 3.305648 5.207456 5.035537
55 5.058821 3.318027 5.071396
56 4.944053 5.443832 3.339553
57 6.701459 3.271365 3.273081
58 6.654558 5.158661 5.037184
59 8.336700 3.291016 5.085257
60 8.276681 4.661558 3.342820
61 0.009623 6.634942 3.303434
62 -0.050292 8.344772 5.021012
63 1.637374 6.645336 5.076756
64 1.565200 8.412901 3.344934
65 3.382745 6.600180 3.250991
66 3.316699 8.379537 5.037644
67 5.095706 6.644152 5.084667
68 4.942703 8.422778 3.345332
69 6.698887 6.602188 3.255309
70 6.650007 8.384107 5.031323
71 8.344527 6.609675 5.110870
72 8.268469 8.271301 3.182348
73 0.014054 -0.016933 6.688850
74 -0.021404 1.726200 8.329760
75 1.691207 -0.072421 8.343687
76 1.595605 1.747956 6.692644
77 3.379310 -0.360314 6.651182
78 3.304827 1.834898 8.336115
79 5.028078 -0.066890 8.331447
80 4.974949 1.884122 6.686568
81 6.698222 -0.400659 6.643702
82 6.662256 1.788995 8.331171
83 8.344133 -0.244967 8.362180
84 8.297726 1.443952 6.685809
85 0.009244 3.180306 6.644847
86 -0.008039 5.048143 8.331703
87 1.693209 3.314465 8.367575
88 1.621219 5.372804 6.686666
89 3.188462 3.263540 6.601882
90 3.324327 5.145298 8.329732
91 5.051754 3.315597 8.367059
92 4.960025 5.237258 6.690613
93 6.699625 3.266897 6.604275
94 6.654604 5.164872 8.326419
95 8.345596 3.287003 8.391652
96 8.275272 4.753667 6.688084
97 0.012266 6.642299 6.649837
98 -0.012339 8.345473 8.334549
99 1.693530 6.646036 8.377715
100 1.602094 8.422813 6.686355
101 3.358505 6.601387 6.601553
102 3.293278 8.382220 8.332847
103 5.070979 6.641244 8.379739
104 4.929722 8.431181 6.688849
105 6.697792 6.599131 6.598691
106 6.637729 8.395032 8.329545
107 8.344216 6.610466 8.410318
108 8.345053 8.341323 6.673035
ITEM: TIMESTEP
 66
ITEM: NUMBER OF ATOMS
108
ITEM: BOX BOUNDS
0.000 10.012500 xlo xhi
0.000 10.012500 ylo yhi
0.000 10.012500 zlo zhi

ITEM: ATOMS id x y z
1 0.020259 0.007319 0.041052
2 -0.011757 1.751168 1.657072
3 1.700492 -0.113883 1.689230
4 1.659777 1.761775 0.010950
5 3.345382 -0.141393 0.004448
6 3.336804 1.784515 1.678062
7 5.031746 -0.108945 1.691950
8 4.997628 1.758204 0.009300
9 6.696031 -0.114124 0.002721
10 6.665099 1.784547 1.674563
11 8.333267 -0.287316 1.722664
12 8.315444 1.583569 0.003979
13 0.010486 3.189861 -0.005732
14 0.012751 5.018157 1.682419
15 1.690623 3.312202 1.735931
16 1.662948 5.079281 0.011288
17 3.357914 3.306967 -0.040247
18 3.314732 5.090908 1.688175
19 5.031891 3.311193 1.733361
20 4.984320 5.143816 0.006024
21 6.696722 3.311004 -0.033753
22 6.667203 5.084846 1.686495
23 8.335923 3.276874 1.766562
24 8.307991 4.924989 -0.000470
25 0.010395 6.677760 0.008504
26 -0.026466 8.352567 1.686782
27 1.691814 6.649025 1.735317
28 1.583483 8.394963 0.006920
29 3.362507 6.640540 -0.042775
30 3.300689 8.393358 1.696810
31 5.068214 6.639777 1.745317
32 4.966145 8.397184 0.006829
33 6.698063 6.644521 -0.039361
34 6.635023 8.397301 1.693160
35 8.346284 6.608663 1.774268
36 8.290318 8.288366 -0.120327
37 0.014996 0.000781 3.358672
38 -0.014147 1.743505 4.997132
39 1.675371 -0.095275 5.041437
40 1.639457 1.864479 3.349976
41 3.357422 -0.367575 3.299348
42 3.325544 1.805057 5.014316
43 5.039358 -0.055864 5.043745
44 4.971048 1.875500 3.344570
45 6.698740 -0.372820 3.303900
46 6.664452 1.793587 5.037497
47 8.337843 -0.196456 5.070032
48 8.301082 1.469888 3.341836
49 0.008222 3.274089 3.308099
50 -0.013378 5.077907 5.027705
51 1.693074 3.322075 5.064354
52 1.579540 5.133571 3.349322
53 3.357471 3.262412 3.260495
54 3.304085 5.216737 5.036886
55 5.061173 3.317079 5.074419
56 4.941190 5.464635 3.339748
57 6.702621 3.268285 3.269873
58 6.653694 5.165949 5.038563
59 8.336418 3.288894 5.089178
60 8.273512 4.644548 3.342988
61 0.010120 6.633014 3.301769
62 -0.051724 8.344565 5.021797
63 1.636614 6.643826 5.080197
64 1.561085 8.416009 3.345205
65 3.384536 6.596527 3.246907
66 3.315841 8.381023 5.039056
67 5.099080 6.642597 5.088272
68 4.939724 8.426365 3.345605
69 6.699980 6.598665 3.251400
70 6.648836 8.385881 5.032620
71 8.344542 6.606668 5.115791
72 8.265037 8.267906 3.175181
73 0.014715 -0.017573 6.689411
74 -0.022111 1.728563 8.328979
75 1.692261 -0.076515 8.343837
76 1.592869 1.751519 6.693566
77 3.380986 -0.377834 6.649947
78 3.303457 1.842780 8.335678
79 5.029109 -0.069776 8.331001
80 4.973460 1.893072 6.687262
81 6.699273 -0.420141 6.642188
82 6.661630 1.795136 8.330645
83 8.344129 -0.256335 8.363043
84 8.295463 1.432870 6.686280
85 0.009695 3.174423 6.643356
86 -0.008558 5.050379 8.331187
87 1.694311 3.313389 8.368638
88 1.619009 5.391095 6.687261
89 3.183643 3.260101 6.598459
90 3.323624 5.151929 8.329165
91 5.053948 3.314563 8.368171
92 4.957690 5.250595 6.691332
93 6.700742 3.263622 6.600982
94 6.653723 5.172335 8.325747
95 8.345625 3.284665 8.394000
96 8.272067 4.739966 6.688602
97 0.012798 6.640763 6.648767
98 -0.012876 8.345529 8.334056
99 1.694603 6.644539 8.379287
100 1.599149 8.426360 6.686886
101 3.359530 6.597739 6.597911
102 3.291198 8.383989 8.332315
103 5.073779 6.639680 8.381371
104 4.926173 8.435272 6.689436
105 6.698866 6.595513 6.595079
106 6.635962 8.397386 8.328954
107 8.344223 6.607443 8.413376
108 8.345073 8.341285 6.673005
ITEM: TIMESTEP
 67
ITEM: NUMBER OF ATOMS
108
ITEM: BOX BOUNDS
0.000 10.012500 xlo xhi
0.000 10.012500 ylo yhi
0.000 10.012500 zlo zhi

ITEM: ATOMS id x y z
1 0.021052 0.007860 0.042800
2 -0.012207 1.754456 1.656510
3 1.702028 -0.119907 1.690133
4 1.659426 1.765618 0.011502
5 3.345969 -0.148426 0.004506
6 3.336671 1.789369 1.678450
7 5.033301 -0.114522 1.693132
8 4.997361 1.761986 0.009751
9 6.697075 -0.119801 0.002884
10 6.664819 1.789156 1.674990
11 8.332746 -0.301015 1.725055
12 8.314100 1.578977 0.004149
13 0.010972 3.182838 -0.005978
14 0.013156 5.018794 1.683079
15 1.691651 3.310975 1.739101
16 1.662587 5.083530 0.011696
17 3.358938 3.305530 -0.042069
18 3.313659 5.095780 1.689127
19 5.032982 3.309964 1.736465
20 4.983355 5.150891 0.006329
21 6.697782 3.309757 -0.035350
22 6.666703 5.089427 1.687393
23 8.335511 3.274188 1.770939
24 8.306308 4.920353 -0.000397
25 0.010901 6.677813 0.008806
26 -0.027509 8.353058 1.687567
27 1.692848 6.647694 1.738517
28 1.580235 8.397338 0.007158
29 3.363587 6.638939 -0.044757
30 3.298798 8.395840 1.698090
31 5.070764 6.638087 1.748892
32 4.964142 8.399757 0.007059
33 6.699157 6.643024 -0.041257
34 6.632988 8.399930 1.694388
35 8.346315 6.605532 1.779269
36 8.287739 8.285746 -0.125948
37 0.015618 0.001060 3.359619
38 -0.014597 1.746579 4.996691
39 1.675918 -0.099929 5.043159
40 1.638170 1.872494 3.350565
41 3.358409 -0.385669 3.297389
42 3.324883 1.811795 5.014641
43 5.040842 -0.058135 5.045389
44 4.969439 1.883942 3.345048
45 6.699815 -0.391098 3.302296
46 6.663846 1.800036 5.038908
47 8.337687 -0.205697 5.073121
48 8.299122 1.462106 3.342019
49 0.008678 3.271521 3.306636
50 -0.013935 5.081245 5.028615
51 1.694178 3.321207 5.067236
52 1.575940 5.141715 3.349903
53 3.358459 3.258824 3.256762
54 3.302480 5.226275 5.038276
55 5.063585 3.316093 5.077540
56 4.938238 5.486093 3.339952
57 6.703819 3.265104 3.266556
58 6.652806 5.173459 5.039984
59 8.336130 3.286710 5.093227
60 8.270239 4.626956 3.343159
61 0.010635 6.631022 3.300047
62 -0.053167 8.344344 5.022607
63 1.635856 6.642262 5.083752
64 1.556866 8.419212 3.345483
65 3.386372 6.592750 3.242688
66 3.314960 8.382553 5.040512
67 5.102528 6.640987 5.091994
68 4.936647 8.430067 3.345886
69 6.701107 6.595024 3.247362
70 6.647628 8.387710 5.033963
71 8.344556 6.603571 5.120866
72 8.261498 8.264404 3.167788
73 0.015396 -0.018229 6.689983
74 -0.022827 1.730986 8.328169
75 1.693346 -0.080759 8.343996
76 1.590072 1.755194 6.694518
77 3.382704 -0.395929 6.648673
78 3.302051 1.850903 8.335226
79 5.030172 -0.072740 8.330545
80 4.971925 1.902243 6.687982
81 6.700356 -0.440262 6.640627
82 6.660981 1.801489 8.330105
83 8.344123 -0.268042 8.363931
84 8.293128 1.421448 6.686764
85 0.010158 3.168404 6.641812
86 -0.009096 5.052691 8.330657
87 1.695446 3.312275 8.369735
88 1.616736 5.409984 6.687877
89 3.178751 3.256547 6.594924
90 3.322897 5.158761 8.328583
91 5.056200 3.313493 8.369320
92 4.955276 5.264446 6.692073
93 6.701894 3.260241 6.597584
94 6.652817 5.180020 8.325057
95 8.345653 3.282257 8.396422
96 8.268759 4.725758 6.689133
97 0.013345 6.639179 6.647663
98 -0.013426 8.345584 8.333547
99 1.695708 6.642990 8.380911
100 1.596118 8.430013 6.687434
101 3.360586 6.593967 6.594144
102 3.289060 8.385812 8.331766
103 5.076647 6.638066 8.383054
104 4.922511 8.439493 6.690041
105 6.699973 6.591775 6.591349
106 6.634140 8.399812 8.328346
107 8.344230 6.604327 8.416526
108 8.345094 8.341247 6.672974
ITEM: TIMESTEP
 68
ITEM: NUMBER OF ATOMS
108
ITEM: BOX BOUNDS
0.000 10.012500 xlo xhi
0.000 10.012500 ylo yhi
0.000 10.012500 zlo zhi

ITEM: ATOMS id x y z
1 0.021865 0.008425 0.044596
2 -0.012665 1.757827 1.655928
3 1.703611 -0.126141 1.691058
4 1.659066 1.769561 0.012074
5 3.346579 -0.155690 0.004564
6 3.336533 1.794347 1.678848
7 5.034918 -0.120291 1.694351
8 4.997089 1.765866 0.010219
9 6.698151 -0.125664 0.003052
10 6.664534 1.793881 1.675433
11 8.332208 -0.315134 1.727514
12 8.312711 1.574218 0.004324
13 0.011473 3.175613 -0.006233
14 0.013566 5.019463 1.683762
15 1.692710 3.309708 1.742371
16 1.662210 5.087949 0.012113
17 3.359994 3.304049 -0.043946
18 3.312553 5.100841 1.690112
19 5.034105 3.308692 1.739667
20 4.982361 5.158196 0.006643
21 6.698875 3.308472 -0.036996
22 6.666182 5.094191 1.688322
23 8.335082 3.271429 1.775446
24 8.304574 4.915547 -0.000321
25 0.011423 6.677868 0.009116
26 -0.028578 8.353567 1.688376
27 1.693913 6.646316 1.741822
28 1.576909 8.399787 0.007403
29 3.364698 6.637287 -0.046801
30 3.296843 8.398408 1.699412
31 5.073373 6.636341 1.752581
32 4.962072 8.402414 0.007295
33 6.700284 6.641479 -0.043213
34 6.630884 8.402649 1.695659
35 8.346346 6.602307 1.784427
36 8.285078 8.283045 -0.131743
37 0.016257 0.001353 3.360593
38 -0.015053 1.749733 4.996236
39 1.676489 -0.104734 5.044936
40 1.636844 1.880704 3.351176
41 3.359426 -0.404369 3.295365
42 3.324202 1.818758 5.014978
